Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.140890","Escherichia coli 006-E1-U04","fig|562.140890.peg.5233",,,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,100,92,100,
"BLAT","Antibiotic Resistance","NDARO","562.23895","Escherichia coli O25:H4 strain ECO1490","fig|562.23895.peg.5114",,,"WP_063839878.1","Serratia marcescens",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","MULTISPECIES: class A beta-lactamase TEM-156","",,,,42,97,98,"1e-107"
"BLAT","Antibiotic Resistance","NDARO","562.42751","Escherichia coli strain 60","fig|562.42751.peg.5229",,,"WP_063839878.1","Serratia marcescens",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","MULTISPECIES: class A beta-lactamase TEM-156","",,,,42,97,98,"1e-107"
"AMRFinderPlus: PARTIALP","Antibiotic Resistance","NDARO","562.57283","Escherichia coli strain 24742_1#232","fig|562.57283.peg.5150",,,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,89,100,100,
"BLAT","Antibiotic Resistance","CARD","562.57133","Escherichia coli strain 24742_1#303","fig|562.57133.peg.5213",,,"ABC17627.1","Escherichia coli","AAC(6')-Ib-cr","Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating",,"aminoglycoside resistance gene,antibiotic inactivation enzyme,fluoroquinolone resistance gene",,,,100,100,100,"1e-112"
"BLAT","Antibiotic Resistance","CARD","562.59223","Escherichia coli strain PBIO711","fig|562.59223.peg.4909",,,"ABC17627.1","Escherichia coli","AAC(6')-Ib-cr","Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib/AAC(6')-II",,"aminoglycoside resistance gene,antibiotic inactivation enzyme,fluoroquinolone resistance gene",,,,10,100,100,"2e-03"
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.23884","Escherichia coli O25:H4 strain ECO1154","fig|562.23884.peg.5282",,,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,100,92,100,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.96735","Escherichia coli VREC0884","fig|562.96735.peg.5060",,,"1370",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","AAC(6')-Ib10","antibiotic inactivation","aminoglycoside","amikacin;kanamycin A;tobramycin",,97,99,97,"2.89724e-144"
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.99733","Escherichia coli ab4138c4-7bb9-11e9-a8d3-68b59976a384","fig|562.99733.peg.5392",,,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,100,92,100,
"BLAT","Antibiotic Resistance","CARD","562.57187","Escherichia coli strain 24742_1#332","fig|562.57187.peg.5260",,,"ABC17627.1","Escherichia coli","AAC(6')-Ib-cr","Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating",,"aminoglycoside resistance gene,antibiotic inactivation enzyme,fluoroquinolone resistance gene",,,,100,100,100,"1e-112"
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.23144","Escherichia coli O25:H4 strain ECO0658","fig|562.23144.peg.5043",,,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,100,92,100,
"BLAT","Antibiotic Resistance","NDARO","562.31450","Escherichia coli strain KCRI-247 strain R0008_247","fig|562.31450.peg.4676",,,"WP_063839878.1","Serratia marcescens",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","MULTISPECIES: class A beta-lactamase TEM-156","",,,,42,97,98,"1e-107"
"K-mer Search","Antibiotic Resistance","PATRIC","562.28846","Escherichia coli strain RDK40_70","fig|562.28846.peg.4737",,,,,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating",,"antibiotic inactivation enzyme","aminoglycosides,fluoroquinolones quinolones quinolines","ciprofloxacin;dibekacin;arbekacin;netilmicin;neomycin;isepamicin;sisomicin;tobramycin;amikacin;kanamycin a;gentamicin b","16369542;18710261",,,,
"BLAT","Antibiotic Resistance","NDARO","562.97287","Escherichia coli VREC1075","fig|562.97287.peg.5455",,,"WP_063839878.1","Serratia marcescens",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","MULTISPECIES: class A beta-lactamase TEM-156","",,,,42,97,98,"1e-107"
"BLAT","Antibiotic Resistance","CARD","562.42711","Escherichia coli strain 314","fig|562.42711.peg.5048",,,"ABC17627.1","Escherichia coli","AAC(6')-Ib-cr","Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating",,"aminoglycoside resistance gene,antibiotic inactivation enzyme,fluoroquinolone resistance gene",,,,100,100,100,"1e-112"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.56771","Escherichia coli strain 1043-14","fig|562.56771.peg.4992","PU66_17875",,"1370",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","AAC(6')-Ib10","antibiotic inactivation","aminoglycoside","amikacin;kanamycin A;tobramycin",,97,99,97,"2.89724e-144"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.100427","Escherichia coli 018731c6-7bb9-11e9-a8d3-68b59976a384","fig|562.100427.peg.5209","AWG59_25885",,"1370",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","AAC(6')-Ib10","antibiotic inactivation","aminoglycoside","amikacin;kanamycin A;tobramycin",,97,99,97,"2.89724e-144"
"BLAT","Antibiotic Resistance","NDARO","562.96900","Escherichia coli VRES1100","fig|562.96900.peg.5136",,,"WP_063839878.1","Serratia marcescens",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","MULTISPECIES: class A beta-lactamase TEM-156","",,,,42,99,98,"1e-107"
"K-mer Search","Antibiotic Resistance","PATRIC","562.22860","Escherichia coli O102:H6 strain ECO0477","fig|562.22860.peg.4991",,,,,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating",,"antibiotic inactivation enzyme","aminoglycosides,fluoroquinolones quinolones quinolines","ciprofloxacin;dibekacin;arbekacin;netilmicin;neomycin;isepamicin;sisomicin;tobramycin;amikacin;kanamycin a;gentamicin b","16369542;18710261",,,,
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.140882","Escherichia coli 013-E1-U01","fig|562.140882.peg.5199",,,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,100,92,100,
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.42696","Escherichia coli strain 258","fig|562.42696.peg.5554",,,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,100,92,100,
"BLAT","Antibiotic Resistance","CARD","562.22588","Escherichia coli O25:H4 strain ECO0163","fig|562.22588.peg.5069",,,"ABC17627.1","Escherichia coli",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating",,"aminoglycoside resistance gene,antibiotic inactivation enzyme,fluoroquinolone resistance gene",,,,100,100,100,"1e-112"
"BLAT","Antibiotic Resistance","CARD","562.31449","Escherichia coli strain KCRI-245 strain R0004_245","fig|562.31449.peg.5171",,,"ABC17627.1","Escherichia coli","AAC(6')-Ib-cr","Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating",,"aminoglycoside resistance gene,antibiotic inactivation enzyme,fluoroquinolone resistance gene",,,,100,100,100,"1e-112"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.56872","Escherichia coli strain 784-12","fig|562.56872.peg.5182","PU64_20220",,"1370",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","AAC(6')-Ib10","antibiotic inactivation","aminoglycoside","amikacin;kanamycin A;tobramycin",,97,99,97,"2.89724e-144"
"BLAT","Antibiotic Resistance","CARD","562.99501","Escherichia coli a394ba6a-7bb9-11e9-a8d3-68b59976a384","fig|562.99501.peg.5312",,,"ABC17627.1","Escherichia coli","AAC(6')-Ib-cr","Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating",,"aminoglycoside resistance gene,antibiotic inactivation enzyme,fluoroquinolone resistance gene",,,,100,100,100,"1e-112"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.42849","Escherichia coli strain MUGSI_248","fig|562.42849.peg.5377",,,"1370",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","AAC(6')-Ib10","antibiotic inactivation","aminoglycoside","amikacin;kanamycin A;tobramycin",,97,99,97,"2.89724e-144"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.23804","Escherichia coli O25:H4 strain ECO0912","fig|562.23804.peg.5009",,,"1370",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","AAC(6')-Ib10","antibiotic inactivation","aminoglycoside","amikacin;kanamycin A;tobramycin",,97,99,97,"2.89724e-144"
"BLAT","Antibiotic Resistance","NDARO","562.42738","Escherichia coli strain 407","fig|562.42738.peg.5156",,,"WP_063839878.1","Serratia marcescens",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","MULTISPECIES: class A beta-lactamase TEM-156","",,,,42,97,98,"1e-107"
"K-mer Search","Antibiotic Resistance","PATRIC","562.23189","Escherichia coli O25:H4 strain ECO0810","fig|562.23189.peg.5050",,,,,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating",,"antibiotic inactivation enzyme","aminoglycosides,fluoroquinolones quinolones quinolines","ciprofloxacin;dibekacin;arbekacin;netilmicin;neomycin;isepamicin;sisomicin;tobramycin;amikacin;kanamycin a;gentamicin b","16369542;18710261",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.97295","Escherichia coli VREC1080","fig|562.97295.peg.5445",,,"1370",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","AAC(6')-Ib10","antibiotic inactivation","aminoglycoside","amikacin;kanamycin A;tobramycin",,97,99,97,"2.89724e-144"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.23821","Escherichia coli O25:H4 strain ECO1190","fig|562.23821.peg.5098",,,"1370",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","AAC(6')-Ib10","antibiotic inactivation","aminoglycoside","amikacin;kanamycin A;tobramycin",,97,99,97,"2.89724e-144"
"K-mer Search","Antibiotic Resistance","PATRIC","562.29008","Escherichia coli strain AR437","fig|562.29008.peg.4877",,,,,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating",,"antibiotic inactivation enzyme","aminoglycosides,fluoroquinolones quinolones quinolines","ciprofloxacin;dibekacin;arbekacin;netilmicin;neomycin;isepamicin;sisomicin;tobramycin;amikacin;kanamycin a;gentamicin b","16369542;18710261",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.23458","Escherichia coli O25:H4 strain ECO1022","fig|562.23458.peg.4996",,,"1370",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","AAC(6')-Ib10","antibiotic inactivation","aminoglycoside","amikacin;kanamycin A;tobramycin",,97,99,97,"2.89724e-144"
"BLAT","Antibiotic Resistance","NDARO","562.65819","Escherichia coli strain V161","fig|562.65819.peg.4724",,,"WP_063839878.1","Serratia marcescens",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","MULTISPECIES: class A beta-lactamase TEM-156","",,,,42,97,98,"1e-107"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.22610","Escherichia coli O25:H4 strain ECO0186","fig|562.22610.peg.5065",,,"1370",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","AAC(6')-Ib10","antibiotic inactivation","aminoglycoside","amikacin;kanamycin A;tobramycin",,97,99,97,"2.89724e-144"
"BLAT","Antibiotic Resistance","NDARO","562.96992","Escherichia coli VRES1150","fig|562.96992.peg.5339",,,"WP_063839878.1","Serratia marcescens",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","MULTISPECIES: class A beta-lactamase TEM-156","",,,,42,97,98,"1e-107"
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.23615","Escherichia coli O25:H4 strain ECO1327","fig|562.23615.peg.5045",,,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,100,92,100,
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.144927","Escherichia coli 20200203_MGL_11","fig|562.144927.peg.4824",,,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,100,92,100,
"BLAT","Antibiotic Resistance","CARD","562.99132","Escherichia coli aa03901a-7bb9-11e9-a8d3-68b59976a384","fig|562.99132.peg.4967",,,"ABC17627.1","Escherichia coli","AAC(6')-Ib-cr","Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating",,"aminoglycoside resistance gene,antibiotic inactivation enzyme,fluoroquinolone resistance gene",,,,100,100,100,"1e-112"
"BLAT","Antibiotic Resistance","NDARO","562.96457","Escherichia coli VRES0703","fig|562.96457.peg.4548",,,"WP_063839878.1","Serratia marcescens",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","MULTISPECIES: class A beta-lactamase TEM-156","",,,,42,97,98,"1e-107"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.100554","Escherichia coli db1d5492-7bb9-11e9-a8d3-68b59976a384","fig|562.100554.peg.5212","AWG72_14125",,"1370",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","AAC(6')-Ib10","antibiotic inactivation","aminoglycoside","amikacin;kanamycin A;tobramycin",,97,99,97,"2.89724e-144"
"BLAT","Antibiotic Resistance","NDARO","562.42816","Escherichia coli strain M6","fig|562.42816.peg.4917",,,"WP_063839878.1","Serratia marcescens",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","MULTISPECIES: class A beta-lactamase TEM-156","",,,,42,97,98,"1e-107"
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.22432","Escherichia coli O25:H4 strain ECO0005","fig|562.22432.peg.5297",,,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,100,92,100,
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.23195","Escherichia coli NA:H4 strain ECO0817","fig|562.23195.peg.5138",,,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,100,92,100,
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.56771","Escherichia coli strain 1043-14","fig|562.56771.peg.4992","PU66_25085",,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,100,92,100,
"BLAT","Antibiotic Resistance","NDARO","562.57259","Escherichia coli strain 24742_1#215","fig|562.57259.peg.5255",,,"WP_063839878.1","Serratia marcescens",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","MULTISPECIES: class A beta-lactamase TEM-156","",,,,42,97,98,"1e-107"
"BLAT","Antibiotic Resistance","CARD","562.97075","Escherichia coli VRES1306","fig|562.97075.peg.5172",,,"ABC17627.1","Escherichia coli","AAC(6')-Ib-cr","Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating",,"aminoglycoside resistance gene,antibiotic inactivation enzyme,fluoroquinolone resistance gene",,,,100,100,100,"1e-112"
"BLAT","Antibiotic Resistance","CARD","562.22813","Escherichia coli O25:H4 strain ECO0411","fig|562.22813.peg.5163",,,"ABC17627.1","Escherichia coli",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating",,"aminoglycoside resistance gene,antibiotic inactivation enzyme,fluoroquinolone resistance gene",,,,100,100,100,"1e-112"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.28845","Escherichia coli strain RDK40_71E","fig|562.28845.peg.3823","NC86S3_350038",,"1370",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","AAC(6')-Ib10","antibiotic inactivation","aminoglycoside","amikacin;kanamycin A;tobramycin",,97,99,97,"2.89724e-144"
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.42812","Escherichia coli strain M52","fig|562.42812.peg.5170",,,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,100,92,100,
"BLAT","Antibiotic Resistance","NDARO","562.12959","Escherichia coli strain AR_0001","fig|562.12959.peg.5330",,,"WP_063839878.1","Serratia marcescens",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","MULTISPECIES: class A beta-lactamase TEM-156",,,,,42,97,98,"1e-107"
"BLAT","Antibiotic Resistance","CARD","562.42738","Escherichia coli strain 407","fig|562.42738.peg.5156",,,"ABC17627.1","Escherichia coli","AAC(6')-Ib-cr","Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating",,"aminoglycoside resistance gene,antibiotic inactivation enzyme,fluoroquinolone resistance gene",,,,100,100,100,"1e-112"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.96965","Escherichia coli VRES1169","fig|562.96965.peg.5162",,,"1370",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","AAC(6')-Ib10","antibiotic inactivation","aminoglycoside","amikacin;kanamycin A;tobramycin",,97,99,97,"2.89724e-144"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.22442","Escherichia coli O25:H4 strain ECO0015","fig|562.22442.peg.4985","CUB99_25930",,"1370",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","AAC(6')-Ib10","antibiotic inactivation","aminoglycoside","amikacin;kanamycin A;tobramycin",,97,99,97,"2.89724e-144"
"BLAT","Antibiotic Resistance","CARD","562.99834","Escherichia coli f6298f0e-7bb8-11e9-a8d3-68b59976a384","fig|562.99834.peg.5160",,,"ABC17627.1","Escherichia coli","AAC(6')-Ib-cr","Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating",,"aminoglycoside resistance gene,antibiotic inactivation enzyme,fluoroquinolone resistance gene",,,,100,100,100,"1e-112"
"BLAT","Antibiotic Resistance","NDARO","562.23505","Escherichia coli O25:H4 strain ECO1189","fig|562.23505.peg.5093",,,"WP_063839878.1","Serratia marcescens",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","MULTISPECIES: class A beta-lactamase TEM-156","",,,,42,97,98,"1e-107"
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.31451","Escherichia coli strain KCRI-244 strain R0007_244","fig|562.31451.peg.2244","SAMEA3753303_05202",,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,100,92,100,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.45850","Escherichia coli strain URMC_97","fig|562.45850.peg.5313","ELY36_26325",,"1678",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","AAC(6')-Ib-cr1","antibiotic inactivation","fluoroquinolone; aminoglycoside","amikacin;ciprofloxacin;kanamycin A;tobramycin",,64,100,100,"1.30282e-86"
"BLAT","Antibiotic Resistance","NDARO","562.96987","Escherichia coli VREC1065","fig|562.96987.peg.5332",,,"WP_063839878.1","Serratia marcescens",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","MULTISPECIES: class A beta-lactamase TEM-156","",,,,42,97,98,"1e-107"
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.97077","Escherichia coli VREC1194","fig|562.97077.peg.5058",,,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,100,92,100,
"BLAT","Antibiotic Resistance","NDARO","562.100554","Escherichia coli db1d5492-7bb9-11e9-a8d3-68b59976a384","fig|562.100554.peg.5212",,,"WP_063839878.1","Serratia marcescens",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","MULTISPECIES: class A beta-lactamase TEM-156","",,,,42,97,98,"1e-107"
"BLAT","Antibiotic Resistance","NDARO","562.98561","Escherichia coli 991f3b1e-7bb9-11e9-a8d3-68b59976a384","fig|562.98561.peg.5083",,,"WP_063839878.1","Serratia marcescens",,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","MULTISPECIES: class A beta-lactamase TEM-156","",,,,42,97,98,"1e-107"
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.22610","Escherichia coli O25:H4 strain ECO0186","fig|562.22610.peg.5065",,,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,100,92,100,
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.23307","Escherichia coli O25:H4 strain ECO0959","fig|562.23307.peg.5065",,,"WP_063840321.1",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr",,"aminoglycoside/quinolone","amikacin;kanamycin;quinolone;tobramycin",,100,92,100,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.96901","Escherichia coli VRES1102","fig|562.96901.peg.5131",,,"1370",,,"Aminoglycoside N(6')-acetyltransferase (EC 2.3.1.82) => AAC(6')-Ib-cr fluoroquinolone-acetylating","AAC(6')-Ib10","antibiotic inactivation","aminoglycoside","amikacin;kanamycin A;tobramycin",,96,99,98,"7.18951e-144"
