Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Antibiotic Resistance","NDARO","562.97025","Escherichia coli VRES1200","fig|562.97025.peg.5007",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.42702","Escherichia coli strain 279","fig|562.42702.peg.5056",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.96745","Escherichia coli VREC0905","fig|562.96745.peg.4946",,,"WP_012954666.1",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB family quinolone resistance pentapeptide repeat protein",,"quinolone","quinolone",,100,94,100,
"BLAT","Antibiotic Resistance","NDARO","562.57419","Escherichia coli strain W2_4_ERB4","fig|562.57419.peg.4623",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.42648","Escherichia coli strain 149","fig|562.42648.peg.4938",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.145070","Escherichia coli PT_EC0050","fig|562.145070.peg.5222",,,"139",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB10","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,,,,
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.58784","Escherichia coli strain ENV326","fig|562.58784.peg.4899",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","CARD","562.45596","Escherichia coli strain EC_90","fig|562.45596.peg.5218","EXX84_24420",,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,99,"1e-128"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57368","Escherichia coli strain PB163","fig|562.57368.peg.4591",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","CARD","562.57386","Escherichia coli strain W1_3_ERB1","fig|562.57386.peg.4997",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.45660","Escherichia coli strain EC_38","fig|562.45660.peg.4560","EXX38_24370",,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","NDARO","562.42741","Escherichia coli strain 412","fig|562.42741.peg.5041",,,"WP_004193258.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrB4","",,,,100,100,100,"1e-124"
"BLAT","Antibiotic Resistance","CARD","562.45615","Escherichia coli strain EC_27","fig|562.45615.peg.4128","EXX25_24130",,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.56841","Escherichia coli strain 50-16","fig|562.56841.peg.6386",,,,,"QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","17938184",,,,
"BLAT","Antibiotic Resistance","NDARO","562.57428","Escherichia coli strain W2_5_ERB6","fig|562.57428.peg.4409",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.135591","Escherichia coli 20200203_MGL_12","fig|562.135591.peg.5026",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","CARD","562.57402","Escherichia coli strain W2_11_ERB1","fig|562.57402.peg.4430",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.97021","Escherichia coli VRES1195","fig|562.97021.peg.4996",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.59229","Escherichia coli strain PBIO1948","fig|562.59229.peg.4692",,,"ABP87778.1","Pantoea agglomerans","QnrB6","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-131"
"BLAT","Antibiotic Resistance","CARD","562.57490","Escherichia coli strain PB305","fig|562.57490.peg.4000",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.59223","Escherichia coli strain PBIO711","fig|562.59223.peg.4670",,,"WP_001749994.1","Enterobacterales",,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrB6","",,,,100,94,100,"1e-124"
"BLAT","Antibiotic Resistance","NDARO","562.73383","Escherichia coli strain BB1443","fig|562.73383.peg.5499","JFD_05362",,"WP_012579084.1","Enterobacterales","pipB2_2","Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrA1","",,,,100,100,100,"1e-130"
"K-mer Search","Antibiotic Resistance","PATRIC","562.56841","Escherichia coli strain 50-16","fig|562.56841.peg.6377",,,,,"QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","17938184",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.100884","Escherichia coli cf4ce2b8-7bb9-11e9-a8d3-68b59976a384","fig|562.100884.peg.4654",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.96439","Escherichia coli VREC0650","fig|562.96439.peg.4629","MMN38_10290",,"WP_012954666.1",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB family quinolone resistance pentapeptide repeat protein",,"quinolone","quinolone",,100,94,100,
"BLAT","Antibiotic Resistance","CARD","562.100935","Escherichia coli 2a5eec42-7bb9-11e9-a8d3-68b59976a384","fig|562.100935.peg.4885",,,"ABC17630.2","Escherichia coli","QnrB4","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-124"
"BLAT","Antibiotic Resistance","CARD","562.31452","Escherichia coli strain KCRI-44 strain RDK37_44","fig|562.31452.peg.4120",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.57393","Escherichia coli strain W1_4_ERB1","fig|562.57393.peg.4564",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57417","Escherichia coli strain W2_2_ERB4","fig|562.57417.peg.4328",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.42634","Escherichia coli strain 100","fig|562.42634.peg.4553",,,"WP_012695489.1",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","quinolone resistance pentapeptide repeat protein QnrB2",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","CARD","562.57506","Escherichia coli strain PB456","fig|562.57506.peg.5007",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.42692","Escherichia coli strain 248","fig|562.42692.peg.5411",,,"1707",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB4","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,99,100,"4.70475e-160"
"BLAT","Antibiotic Resistance","CARD","562.45964","Escherichia coli strain URMC_26","fig|562.45964.peg.5520","ELV28_25695",,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.31452","Escherichia coli strain KCRI-44 strain RDK37_44","fig|562.31452.peg.4120","SAMEA3753303_04769",,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"K-mer Search","Antibiotic Resistance","PATRIC","562.42763","Escherichia coli strain M1","fig|562.42763.peg.4744",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","CARD","562.59225","Escherichia coli strain PBIO1937","fig|562.59225.peg.4361",,,"ABP87778.1","Pantoea agglomerans","QnrB6","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-131"
"K-mer Search","Antibiotic Resistance","PATRIC","562.57396","Escherichia coli strain W1_7_ERB9","fig|562.57396.peg.4344",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","NDARO","562.97100","Escherichia coli VREC1233","fig|562.97100.peg.4427",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.57424","Escherichia coli strain W2_3_ERB9","fig|562.57424.peg.1614",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.7666","Escherichia coli strain 702566","fig|562.7666.peg.5031","ERS139225_04891",,"WP_001516695.1",,"pipB2_2","Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.57391","Escherichia coli strain W1_4_ERB5","fig|562.57391.peg.4464",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","NDARO","562.57510","Escherichia coli strain PB63","fig|562.57510.peg.4669",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.57510","Escherichia coli strain PB63","fig|562.57510.peg.4669",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","NDARO","562.42724","Escherichia coli strain 363","fig|562.42724.peg.4169",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.97025","Escherichia coli VRES1200","fig|562.97025.peg.5007",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.42724","Escherichia coli strain 363","fig|562.42724.peg.4169",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","CARD","562.57448","Escherichia coli strain F1_7_ERG10B","fig|562.57448.peg.4683",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.57401","Escherichia coli strain W2_10_ERB10","fig|562.57401.peg.5140",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","CARD","562.145026","Escherichia coli PT_EC0194","fig|562.145026.peg.4661",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.100786","Escherichia coli 02173e4c-7bb9-11e9-a8d3-68b59976a384","fig|562.100786.peg.4868","AWG96_00515",,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.97030","Escherichia coli VREC1125","fig|562.97030.peg.4984",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"K-mer Search","Antibiotic Resistance","PATRIC","562.100374","Escherichia coli 093ec334-7bb9-11e9-a8d3-68b59976a384","fig|562.100374.peg.5091",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","NDARO","562.56854","Escherichia coli strain 52-16","fig|562.56854.peg.3583",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.45665","Escherichia coli strain EC_12","fig|562.45665.peg.3894","EXX14_21080",,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","NDARO","562.45964","Escherichia coli strain URMC_26","fig|562.45964.peg.5520","ELV28_25695",,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.57379","Escherichia coli strain PB514","fig|562.57379.peg.4963",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","CARD","562.100757","Escherichia coli 9d8376da-7bb8-11e9-a8d3-68b59976a384","fig|562.100757.peg.4708",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.45605","Escherichia coli strain EC_74","fig|562.45605.peg.4136","EXX70_23165",,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.56841","Escherichia coli strain 50-16","fig|562.56841.peg.6386",,,"ABC17628.1","Salmonella enterica subsp. enterica serovar Berta","QnrB5","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,26,100,100,"7e-29"
"K-mer Search","Antibiotic Resistance","PATRIC","562.56841","Escherichia coli strain 50-16","fig|562.56841.peg.6367",,,,,"QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","17938184",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.96745","Escherichia coli VREC0905","fig|562.96745.peg.4946",,,"139",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB10","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57241","Escherichia coli strain 24742_1#352","fig|562.57241.peg.4565",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.73383","Escherichia coli strain BB1443","fig|562.73383.peg.5499","JFD_05362",,"1987",,"pipB2_2","Pentapeptide repeat protein QnrB family","QnrA1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"6.38938e-163"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.42703","Escherichia coli strain 280","fig|562.42703.peg.4823",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","NDARO","562.98936","Escherichia coli a83901b6-7bb9-11e9-a8d3-68b59976a384","fig|562.98936.peg.5176",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.59227","Escherichia coli strain PBIO1949","fig|562.59227.peg.4342",,,,,"QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","17938184",,,,
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.97110","Escherichia coli VRES1354","fig|562.97110.peg.4401",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","NDARO","562.57416","Escherichia coli strain W2_13_ERB6","fig|562.57416.peg.4741",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.73383","Escherichia coli strain BB1443","fig|562.73383.peg.5499","JFD_05362",,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.12961","Escherichia coli strain F1-8-ERB4","fig|562.12961.peg.2356","SAMEA3531867_05018",,"381",,"pipB2","Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","CARD","562.22521","Escherichia coli O166:H15 strain ECO0095","fig|562.22521.peg.4715",,,"AFA52645.1","Escherichia coli",,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,99,"1e-131"
"K-mer Search","Antibiotic Resistance","PATRIC","562.45675","Escherichia coli strain EC_07","fig|562.45675.peg.4306","EXX04_23595",,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","CARD","562.23329","Escherichia coli O25:H4 strain ECO1092","fig|562.23329.peg.4925",,,"ABG56870.1","Klebsiella pneumoniae",,"Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.100757","Escherichia coli 9d8376da-7bb8-11e9-a8d3-68b59976a384","fig|562.100757.peg.4708","AWG92_19935",,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"K-mer Search","Antibiotic Resistance","PATRIC","562.100757","Escherichia coli 9d8376da-7bb8-11e9-a8d3-68b59976a384","fig|562.100757.peg.4708",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","NDARO","562.135575","Escherichia coli MGL_118","fig|562.135575.peg.4732",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.45594","Escherichia coli strain EC_76","fig|562.45594.peg.3241","EXX72_20000",,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,99,"1.18783e-165"
"K-mer Search","Antibiotic Resistance","PATRIC","562.45594","Escherichia coli strain EC_76","fig|562.45594.peg.3241","EXX72_20000",,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.100884","Escherichia coli cf4ce2b8-7bb9-11e9-a8d3-68b59976a384","fig|562.100884.peg.4654","AWH01_14185",,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.57392","Escherichia coli strain W1_5_ERB1","fig|562.57392.peg.4937",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.97118","Escherichia coli VRES1351","fig|562.97118.peg.4458",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
